conversation_id,customer_message,apple_response,intent,resolution_status,n_turns,split
conv_2363149,"@AppleSupport I'm seeing the iOS ""I"" autocorrect error on MacOS Messages on my MacBook Pro - in texts received from a friend.
The messages display correctly on her phone and on my phone, they only display incorrectly on the Mac. https://t.co/VIVm6U1ScY",@682307 We'll do all we can to help. Is this in texts from one specific person? Has that person updated their iOS device to iOS 11.1.1?,autocorrect_text_bug,unresolved_no_signal,3,train
conv_2363155,Hey @AppleSupport updated my OS on iphone 6s and Macbook - lost all gmail supported email prior to update. Any idea what could’ve happened??,"@682309 Thanks for reaching out. Just to clarify, is the issue that all the emails from your Gmail account have disappeared? Did this happen in the Mail app or a third-party mail app?",ios_software_update,customer_thanked,3,classifier_eval
conv_2363159,ok look @115858. it’s been like a week and i️ am getting real tired of this shit,"@682310 An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.1. For more info, check out: https://t.co/4f8hwT5to6",autocorrect_text_bug,customer_thanked,3,train
conv_2363162,@AppleSupport Hi. I’ve purchased additional iCloud storage but my storage limit hasn’t been upgraded. Looks like I’ve requested it twice according to my bank statement. How long should I have to wait?,@682311  Hello there. Thanks for utilizing our iCloud Storage features. You may need to refresh the account on your device. Do you have only one or several Apple computing products?,account_security_icloud,escalated_to_dm,5,train
conv_2363168,So my phone decided to update last night now my phone is tripping bad @AppleSupport what have y’all done!,@682312 Let's take a look at it together. What symptoms are you experiencing? Which iPhone do you have?,ios_software_update,unresolved_no_signal,5,train
conv_2363178,k trying to text my homie @92439 and my phone runs about of battery at 19% wtf @115858 why is ur stupid phone interrupting my conversation with my homie geez,"@568424 We're glad to look into this with you. Is this the first time this issue has occurred? When you powered the device back on, at what percentage was the power?",battery_power,unresolved_no_signal,3,train
conv_2364422,Hey @AppleSupport when do you expect to have iTunesConnect back up and accessible?  Right not it is just a blank page for us.,@682646 We know how critical it is to have access to iTunes Connect. Per https://t.co/WZ8unIhsW7 we're not showing any alerts for iTunes Connect. We would recommend reaching out to our Developer Support at https://t.co/LIrs0dB6kH with any issues related to opening it.,app_appstore_media,unresolved_no_signal,6,train
conv_2364431,"Okay, folks, anyone else has iPhone7+ not accepting correct passcode after upgrade to #ios1111? @AppleSupport, heard of any cases?",@682647 We can help out. Are you referring to the passcode to unlock your iPhone? Have you restarted your iPhone and tried again?,ios_software_update,unresolved_no_signal,5,classifier_eval
conv_2364436,@AppleSupport are y’all ever gonna fix this crackling speaker issue?,@682649 That's not how we expect your speakers to behave and we'd like to know more about the trouble you're having. Could you let us know what device you have?,screen_hardware_damage,unresolved_no_signal,7,train
conv_2364446,My @118845 broke 🤦🏿‍♂️,@682650 That’s not good to hear about your Beats! What exactly happened to them? We’d be happy to help get them working again.,other_unclear,unresolved_no_signal,5,train
conv_2364451,Hey @115858 why is the new iOS suddenly using ALL of my phone’s storage? I can’t get texts or email because “Storage is full.” Was not an issue until the update. Not cool.,"@682652 We're here for you. Let's take a look at what's using your storage. First, go to Settings &gt; General &gt; iPhone Storage &gt; this should show you what's left. Additionally, we'd like you to look at this: https://t.co/oTrNZ9du8x",ios_software_update,unresolved_no_signal,5,train
conv_2364459,"@AppleSupport hi, my iCloud has been locked I’ve followed the steps and it isn’t working. Help please","@682653 Hi there. We’ll be glad to offer assistance. To clarify, is your Apple ID locked, or are you attempting to disable Activation Lock?",account_security_icloud,unresolved_no_signal,3,train
conv_2364463,"@AppleSupport Hi, I just tried updating to latest iOS, but now I get connect to iTunes logo on my iPhone 7.
Has it just killed my iPhone?",@682654 We're glad you reached out about this. We're eager to get things resolved for you. Do you have access to a computer with iTunes installed? We'll need to plug our iPhone in and apply the update there.,ios_software_update,customer_thanked,3,train
conv_2364469,@AppleSupport In France. It’s on my iMac. On both safari or chrome,@682655 We know how critical it is to have access to iTunes Connect. Send us a DM so we can look into this a little more with you. https://t.co/GDrqU22YpT,other_unclear,escalated_to_dm,3,golden_eval
conv_2364470,"@AppleSupport Hi, the iTunes Connect web site (once logged in) is currently broken. Is the team aware about that ?","@682655 We'd be happy to look into this with you. What's happening when you log in? Which country are you located in, and what device are you trying to log in on?",app_appstore_media,unresolved_no_signal,3,train
conv_2364475,"@AppleSupport I woke my 10.13.1 macbook up from sleep and all my 4-finger trackpad gestures stopped working until I rebooted, pls fix","@275291 Hey, there. Thanks for reaching out to us. To clarify, have you experienced the issue again since rebooting? Let us know and we'll do our best to help.",other_unclear,unresolved_no_signal,3,train
conv_2364481,"@AppleSupport @682657 Same happened to me and I tried to install the update through itunes and the massage pop out ""there was a problem downloading the software for the iphone, the requested source was not found"" just one step to through it from the window !!",@276122 We'd be happy to look into this with you. Can you tell us which iPhone and version of software you're currently using?,ios_software_update,unresolved_no_signal,5,train
conv_2364482,@AppleSupport I have the iPhone 7 and I updated my phone to IOS 11.1.1 and when I turned off the phone it would not come back on. It's been stuck in a loop on the Apple logo screen every since. I tried to restore it with iTunes and it didn’t work.,@682657 Thanks for reaching out. Let's take a look at this together. Check out this helpful article here: https://t.co/H7w57rsYVQ,screen_hardware_damage,unresolved_no_signal,3,train
conv_2364497,"Hey @115858 you make it pretty hard to find and cancel subscriptions bought through the App Store. Why don’t you just make it easier? You wouldn’t risk any of us moving to android, would you??? https://t.co/bF9msQyIvJ",@682658 We can help make that a little easier. Everything you always wanted to know about managing subscriptions can be found here: https://t.co/bOr0wYMLXU,app_appstore_media,unresolved_no_signal,3,classifier_eval
conv_2364505,@AppleSupport I’m getting a little sick and tired of my phone restarting randomly all throughout the day,"@682661 We are here to help and will certainly do all we can to work towards a resolution. To help get us started with troubleshooting, let us know the iOS version shown in Settings &gt; General &gt; About.",other_unclear,unresolved_no_signal,3,train
conv_2364511,Since this new iOS11 my weather widget doesn’t even display the right shit. How do I fix that? @AppleSupport,"@369735 We'll be happy to help with this. To start, can you tell us the exact version of the iOS 11 software you're using? And does the Weather application itself display the correct information?",screen_hardware_damage,customer_thanked,7,train
conv_2364524,I️ I️ I️ I️ I️ I️ THESE ARE ALL i’s PLEASE TELL ME HOW TO FIX IT @AppleSupport YOU DONE FUCKED UP https://t.co/FqWXejyeZd,"@682664 We recently released an iOS update, 11.1.1, that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. Follow the steps here: https://t.co/80YRnjDFDk",autocorrect_text_bug,unresolved_no_signal,5,classifier_eval
conv_2364541,@AppleSupport just got the newest update 11.1.1 and i have black screen when i want to use camera !,"@682671 We're happy to help. Does this occur within other apps that use the camera, or just the Camera app itself?",screen_hardware_damage,unresolved_no_signal,7,train
conv_2364555,Finally @115858 fix the I,"@682675 An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.1. For more info, check out: https://t.co/4f8hwT5to6",other_unclear,customer_thanked,3,train
